id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date
1201042709080731649,1201034703966556160,1575185870000,2019-12-01,07:37:50,UTC,77694626,manojkaggarwal,Manoj Aggarwal,,"Worry about a PM who is Dumb
Worry about 20 Cr people living in poverty
Worry about your depleting status in world
Worry about status of your passport
Worry about your cricket","['alialipunu', 'nandantelang', 'fawadchaudhry']",[],[],0,0,0,[],[],https://twitter.com/manojkaggarwal/status/1201042709080731649,False,,0,,"28.5275198,77.0688985,10km",,,,,"[{'user_id': '77694626', 'username': 'manojkaggarwal'}, {'user_id': '2791031339', 'username': 'AliAlipunu'}, {'user_id': '373452887', 'username': 'NandanTelang'}, {'user_id': '113286385', 'username': 'fawadchaudhry'}]",
1200425079122857984,1200416629168857091,1575038616000,2019-11-29,14:43:36,UTC,1298110981,saikhanuddin,Ainuddin,,"No problem if GDP is come from 5 to 4.5 % ,no problem unemployment rate is reached of 45 years record braking , poverty is 122 place no problem children are killed in hospital without treatment ,come on make Hindu rastra ,shame on you for that kind of thinking . @ndtv @ABC @CNN","['pti_news', 'ndtv', 'abc', 'cnn']",[],[],0,0,0,[],[],https://twitter.com/SaikhAnuddin/status/1200425079122857984,False,,0,,"28.5275198,77.0688985,10km",,,,,"[{'user_id': '1298110981', 'username': 'SaikhAnuddin'}, {'user_id': '245687754', 'username': 'PTI_News'}, {'user_id': '37034483', 'username': 'ndtv'}, {'user_id': '28785486', 'username': 'ABC'}, {'user_id': '759251', 'username': 'CNN'}]",
1200417253491138560,1200417253491138560,1575036750000,2019-11-29,14:12:30,UTC,1298110981,saikhanuddin,Ainuddin,,"Philosophy is different but problems are common ,unemployment, poverty ,slow down of economy ,I'll health facilities, Find the solution together @ShivSena @NCPAMumbai @INCIndia @rssurjewala @narendramodi @AmitShah @MamataOfficial @ArvindKejriwal @myogiadityanath","['shivsena', 'ncpamumbai', 'incindia', 'rssurjewala', 'narendramodi', 'amitshah', 'mamataofficial', 'arvindkejriwal', 'myogiadityanath']",[],[],0,0,0,[],[],https://twitter.com/SaikhAnuddin/status/1200417253491138560,False,,0,,"28.5275198,77.0688985,10km",,,,,"[{'user_id': '1298110981', 'username': 'SaikhAnuddin'}, {'user_id': '262488658', 'username': 'ShivSena'}, {'user_id': '59157978', 'username': 'NCPAMumbai'}, {'user_id': '1153045459', 'username': 'INCIndia'}, {'user_id': '3066787711', 'username': 'rssurjewala'}, {'user_id': '18839785', 'username': 'narendramodi'}, {'user_id': '1447949844', 'username': 'AmitShah'}, {'user_id': '2526794479', 'username': 'MamataOfficial'}, {'user_id': '405427035', 'username': 'ArvindKejriwal'}, {'user_id': '3437532637', 'username': 'myogiadityanath'}]",
1200406307683078144,1200403031143174145,1575034140000,2019-11-29,13:29:00,UTC,1298110981,saikhanuddin,Ainuddin,,"Philosophy is different but problems are common ,unemployment, poverty ,slow down of economy ,I'll health facilities, Find the solution together @ShivSena @NCPAMumbai @INCIndia @rssurjewala @narendramodi @AmitShah @MamataOfficial @ArvindKejriwal @myogiadityanath","['aajtak', 'shahnawazbjp', 'anjanaomkashyap', 'shivsena', 'ncpamumbai', 'incindia', 'rssurjewala', 'narendramodi', 'amitshah', 'mamataofficial', 'arvindkejriwal', 'myogiadityanath']",[],[],0,0,0,[],[],https://twitter.com/SaikhAnuddin/status/1200406307683078144,False,,0,,"28.5275198,77.0688985,10km",,,,,"[{'user_id': '1298110981', 'username': 'SaikhAnuddin'}, {'user_id': '42606652', 'username': 'aajtak'}, {'user_id': '350128848', 'username': 'ShahnawazBJP'}, {'user_id': '101215084', 'username': 'anjanaomkashyap'}, {'user_id': '262488658', 'username': 'ShivSena'}, {'user_id': '59157978', 'username': 'NCPAMumbai'}, {'user_id': '1153045459', 'username': 'INCIndia'}, {'user_id': '3066787711', 'username': 'rssurjewala'}, {'user_id': '18839785', 'username': 'narendramodi'}, {'user_id': '1447949844', 'username': 'AmitShah'}, {'user_id': '2526794479', 'username': 'MamataOfficial'}, {'user_id': '405427035', 'username': 'ArvindKejriwal'}, {'user_id': '3437532637', 'username': 'myogiadityanath'}]",
1200135812853063680,1200135812853063680,1574969649000,2019-11-28,19:34:09,UTC,4018732278,lekhachakrborty,LekhaChakraborty🌎,National Institute of Public Finance and Policy,"Billionaires Earned Enough Money in 2017 to End Extreme Poverty Seven Times Over, Report Says  https://www.google.com/amp/s/www.newsweek.com/billionaires-money-end-poverty-report-786675%3famp=1 … – at National Institute of Public Finance and Policy",[],['https://www.google.com/amp/s/www.newsweek.com/billionaires-money-end-poverty-report-786675%3famp=1'],[],0,5,7,[],[],https://twitter.com/lekhachakrborty/status/1200135812853063680,False,,0,,"28.5275198,77.0688985,10km",,,,,"[{'user_id': '4018732278', 'username': 'lekhachakrborty'}]",
1200064904293576705,1200025557582270465,1574952743000,2019-11-28,14:52:23,UTC,1067755986734133248,skmalho16174332,Sk Malhotra,,"The solution to eradicate poverty is to enact law to control population explosion. If the govt. gives employment to all the unemployed, even then from the next year, more youths will be there to seek employment. So, population control is the only remedy.","['bjp4india', 'amitshah']",[],[],0,0,0,[],[],https://twitter.com/SkMalho16174332/status/1200064904293576705,False,,0,,"28.5275198,77.0688985,10km",,,,,"[{'user_id': '1067755986734133248', 'username': 'SkMalho16174332'}, {'user_id': '207809313', 'username': 'BJP4India'}, {'user_id': '1447949844', 'username': 'AmitShah'}]",
1199971826132111362,1199673944128667648,1574930552000,2019-11-28,08:42:32,UTC,613585172,satyavaanx,Satyavaan,,No wonder poverty grows unabated. How cruel a waste of public money? Inhuman in a poor country where still many get only one meal a day.,"['bjp4india', 'amitshah']",[],[],0,0,0,[],[],https://twitter.com/satyavaanX/status/1199971826132111362,False,,0,,"28.5275198,77.0688985,10km",,,,,"[{'user_id': '613585172', 'username': 'satyavaanX'}, {'user_id': '207809313', 'username': 'BJP4India'}, {'user_id': '1447949844', 'username': 'AmitShah'}]",
1199966099862765568,1199921017059041280,1574929187000,2019-11-28,08:19:47,UTC,1104478839026135042,the_old_regret,Dust_Engineer,,Better will be focus on Poverty Minimazation rather then shifting focus to these stuffs 🤟,"['santoshjami29', 'myogiadityanath', 'republic', 'manindrabtech', 'zeenews']",[],[],1,0,0,[],[],https://twitter.com/The_old_regret/status/1199966099862765568,False,,0,,"28.5275198,77.0688985,10km",,,,,"[{'user_id': '1104478839026135042', 'username': 'The_old_regret'}, {'user_id': '1041328501', 'username': 'santoshjami29'}, {'user_id': '3437532637', 'username': 'myogiadityanath'}, {'user_id': '811972460560019456', 'username': 'republic'}, {'user_id': '4557492014', 'username': 'ManindraBtech'}, {'user_id': '18071358', 'username': 'ZeeNews'}]",
1199699853959290881,1199570044302135296,1574865709000,2019-11-27,14:41:49,UTC,4859048830,vyasvidhisha,Vidhisha Vyas,,"What more to expect I don't understand y journalist and some politician don't understand that making bullet train and reducing multidimensional poverty have to go hand in hand, not one after other
 the project must go
 @PMOIndia @narendramodi @AmitShah @amitabhk87 @sanjeevsanyal","['ndtv', 'pmoindia', 'narendramodi', 'amitshah', 'amitabhk87', 'sanjeevsanyal']",[],[],0,0,0,[],[],https://twitter.com/VyasVidhisha/status/1199699853959290881,False,,0,,"28.5275198,77.0688985,10km",,,,,"[{'user_id': '4859048830', 'username': 'VyasVidhisha'}, {'user_id': '37034483', 'username': 'ndtv'}, {'user_id': '471741741', 'username': 'PMOIndia'}, {'user_id': '18839785', 'username': 'narendramodi'}, {'user_id': '1447949844', 'username': 'AmitShah'}, {'user_id': '75237089', 'username': 'amitabhk87'}, {'user_id': '18837791', 'username': 'sanjeevsanyal'}]",
1199698578286899200,1199678360164667393,1574865405000,2019-11-27,14:36:45,UTC,4859048830,vyasvidhisha,Vidhisha Vyas,,"Can we talk on better issues I understand TRPs are important but senior journalist can address larger issues of nation climate change economy poverty growth targets isro.  you used your precious youth for meaningful journalism
Learn from @WIONews especially @palkisu","['aajtak', 'gvlnrao', 'anjanaomkashyap', 'wionews', 'palkisu']",[],[],0,0,0,[],[],https://twitter.com/VyasVidhisha/status/1199698578286899200,False,,0,,"28.5275198,77.0688985,10km",,,,,"[{'user_id': '4859048830', 'username': 'VyasVidhisha'}, {'user_id': '42606652', 'username': 'aajtak'}, {'user_id': '67802523', 'username': 'GVLNRAO'}, {'user_id': '101215084', 'username': 'anjanaomkashyap'}, {'user_id': '711760467383877632', 'username': 'WIONews'}, {'user_id': '49923337', 'username': 'palkisu'}]",
