id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date
1198520179568734208,1198520179568734208,1574584452000,2019-11-24,08:34:12,UTC,1183239121445117952,exceledhr,Exceled HR Management,,"Retirement planning: Investing only in PPF, NPS may not help you avoid old-age poverty  https://www.timesnownews.com/business-economy/personal-finance/planning-investing/article/retirement-planning-investing-only-in-ppf-nps-may-not-help-you-avoid-old-age-poverty/518904 …",[],['https://www.timesnownews.com/business-economy/personal-finance/planning-investing/article/retirement-planning-investing-only-in-ppf-nps-may-not-help-you-avoid-old-age-poverty/518904'],[],0,1,2,[],[],https://twitter.com/ExceledHr/status/1198520179568734208,False,,0,,"28.5275198,77.0688985,10km",,,,,"[{'user_id': '1183239121445117952', 'username': 'ExceledHr'}]",
1198265871816282113,1198265871816282113,1574523821000,2019-11-23,15:43:41,UTC,174908962,jopan1,Voice of philosophy,,"@ziahaq Pls ref yr story,  'INEQUALITY bigger challenge than poverty'; well said! 

Real poverty, ie, cases of going to bed empty stomach,might be rare in India,but inequality is a hard reality:
… https://whatequalityshouldmeanindemocracy.blogspot.com/2015/08/inequality-was-result-of-few.html?m=1 …",['ziahaq'],['https://whatequalityshouldmeanindemocracy.blogspot.com/2015/08/inequality-was-result-of-few.html?m=1'],[],0,0,0,[],[],https://twitter.com/jopan1/status/1198265871816282113,False,,0,,"28.5275198,77.0688985,10km",,,,,"[{'user_id': '174908962', 'username': 'jopan1'}, {'user_id': '58200384', 'username': 'ziahaq'}]",
1198098090999205889,1198096333896208384,1574483819000,2019-11-23,04:36:59,UTC,2926503703,verycrirical,critique,,Guys tax payers money in drain. This is just election gimmick. There is no blue print for handicrafts in Bengal. Artisans are in poverty condition. These programs are just to utilize their poverty,['aitcofficial'],[],[],0,0,0,[],[],https://twitter.com/VeryCrirical/status/1198098090999205889,False,,0,,"28.5275198,77.0688985,10km",,,,,"[{'user_id': '2926503703', 'username': 'VeryCrirical'}, {'user_id': '290452792', 'username': 'AITCofficial'}]",
1197938137269493760,1197897362460430336,1574445683000,2019-11-22,18:01:23,UTC,982246733819166721,aabhaaay,Abhaay,,"Kise kis se lena he...Public interest me kya hua aaj tak....0
Jo Hindustan tum log dikha rahe he... actually wo he nahi....Yaha Poverty he, Health facility nahi he, education nahi he....ye kab tak Masjit, Hindu ka khaoge ...Ho Gaya Bhai..Age Bado...or kon yaha Dud ka dhula he",['tajinderbagga'],[],[],0,0,0,[],[],https://twitter.com/aabhaaay/status/1197938137269493760,False,,0,,"28.5275198,77.0688985,10km",,,,,"[{'user_id': '982246733819166721', 'username': 'aabhaaay'}, {'user_id': '85462891', 'username': 'TajinderBagga'}]",
1197482020764413953,1197482020764413953,1574336936000,2019-11-21,11:48:56,UTC,4018732278,lekhachakrborty,LekhaChakraborty🌎,National Institute of Public Finance and Policy,Why positive thinking won’t get you out of poverty – Developing Economics  https://developingeconomics.org/2018/11/09/why-positive-thinking-wont-get-you-out-of-poverty/ … – at National Institute of Public Finance and Policy,[],['https://developingeconomics.org/2018/11/09/why-positive-thinking-wont-get-you-out-of-poverty/'],[],0,7,18,[],[],https://twitter.com/lekhachakrborty/status/1197482020764413953,False,,0,,"28.5275198,77.0688985,10km",,,,,"[{'user_id': '4018732278', 'username': 'lekhachakrborty'}]",
1196966023557025793,1196732420436811777,1574213913000,2019-11-20,01:38:33,UTC,139102041,futuresanjeev,sanjeev kumar,,"Revised hostel charges for JNU students are Rs 3,600 per annum (for students from below-poverty-line families, the revised annual charges are Rs 1,800). In IIT Bombay and Delhi, annual hostel charges are Rs 20,000 and Rs 15,000 per student, respectively.",['yadavakhilesh'],[],[],0,0,0,[],[],https://twitter.com/futuresanjeev/status/1196966023557025793,False,,0,,"28.5275198,77.0688985,10km",,,,,"[{'user_id': '139102041', 'username': 'futuresanjeev'}, {'user_id': '57948579', 'username': 'yadavakhilesh'}]",
1196965100071993344,1196965100071993344,1574213693000,2019-11-20,01:34:53,UTC,139102041,futuresanjeev,sanjeev kumar,,"Revised hostel charges for JNU students are Rs 3,600 per annum (for students from below-poverty-line families, the revised annual charges are Rs 1,800). In IIT Bombay and Delhi, annual hostel charges are Rs 20,000 and Rs 15,000 per student, respectively.",[],[],[],0,0,0,[],[],https://twitter.com/futuresanjeev/status/1196965100071993344,False,,0,,"28.5275198,77.0688985,10km",,,,,"[{'user_id': '139102041', 'username': 'futuresanjeev'}]",
1196818693847601152,1196638920387088385,1574178787000,2019-11-19,15:53:07,UTC,4641154825,amolmishra20,Amol Mishra,,"And 🤳 is taken from Note 6 Pro.
Cost 10K+ 
Such a Fake Poverty can't win True Support from people.
This was the Reason why CPI lost its ground so will this so called Emergency !",['vinirish'],[],[],0,0,0,[],[],https://twitter.com/AmolMishra20/status/1196818693847601152,False,,0,,"28.5275198,77.0688985,10km",,,,,"[{'user_id': '4641154825', 'username': 'AmolMishra20'}, {'user_id': '132911028', 'username': 'vinirish'}]",
1196806083974553600,1196294643111124992,1574175780000,2019-11-19,15:03:00,UTC,61986554,shootiapa,NT National,,"IAS, poverty, filth, uncouthness and casteism.",['jdaiey'],[],[],0,0,0,[],[],https://twitter.com/shootiapa/status/1196806083974553600,False,,0,,"28.5275198,77.0688985,10km",,,,,"[{'user_id': '61986554', 'username': 'shootiapa'}, {'user_id': '872695783', 'username': 'JDaIey'}]",
1196727160754458624,1196727160754458624,1574156963000,2019-11-19,09:49:23,UTC,777775273,yadavshio,shio prakash yadav,,"I am a tax payer and I want that this money will expend on good and cheap health,education and poverty not on free canteen of the netas 
#StandWithJNU
#TaxPayersWithJNU",[],[],[],0,0,0,"['#standwithjnu', '#taxpayerswithjnu']",[],https://twitter.com/yadavshio/status/1196727160754458624,False,,0,,"28.5275198,77.0688985,10km",,,,,"[{'user_id': '777775273', 'username': 'yadavshio'}]",
